area,bedrooms,bathrooms,location_score,age_of_house,floor,near_metro,parking,price
1887,2,2,8,11,4,0,1,6481000
2897,2,2,1,1,5,1,1,9161000
781,3,4,3,16,10,1,1,2823000
835,5,4,3,18,5,0,0,2815000
632,2,1,8,12,10,0,0,2586000
1601,2,2,9,0,0,1,0,6013000
2357,3,3,8,13,1,1,1,8081000
2243,3,4,5,14,8,0,2,7379000
2467,2,3,2,1,3,1,0,7921000
1633,2,4,7,11,2,1,2,5909000
2637,5,3,2,3,4,0,1,8471000
816,5,2,7,9,5,1,1,3508000
770,4,3,4,4,6,0,1,3000000
1782,4,4,3,10,5,0,1,5846000
1700,2,2,8,2,1,0,1,6100000
565,4,1,2,9,8,1,1,2175000
1067,3,1,4,0,10,1,2,4091000
730,3,3,2,1,3,0,1,2690000
2852,3,2,2,16,3,0,1,8726000
2820,1,4,2,3,10,0,2,8930000
2525,1,2,8,16,8,0,2,8325000
797,5,2,10,8,7,0,0,3541000
1063,5,1,9,1,10,0,2,4509000
2609,4,4,2,17,3,0,1,8087000
2581,2,4,3,5,0,0,0,8163000
2913,2,1,6,17,6,0,0,9129000
1525,4,2,1,2,5,0,2,5055000
1028,2,1,7,18,3,1,2,3864000
864,1,4,5,18,7,0,1,2982000
2108,1,3,5,2,2,0,2,7084000
1666,5,4,7,20,9,0,0,5668000
2858,4,1,2,4,6,0,2,9084000
2469,5,4,8,16,4,1,0,8407000
1042,1,4,2,13,5,0,2,3396000
1125,3,2,4,1,2,1,1,4195000
2007,5,4,10,17,7,1,0,7201000
726,1,1,2,12,7,1,1,2448000
2975,3,4,1,6,7,1,0,9325000
1453,2,4,10,5,1,0,2,5639000
2923,3,1,10,8,3,1,1,10019000
2654,2,3,5,6,2,1,1,8762000
1361,3,4,5,17,7,0,2,4673000
854,5,2,7,16,7,0,0,3252000
1361,3,2,9,2,0,1,2,5463000
1717,1,2,7,11,1,0,1,5821000
1469,4,4,7,3,2,1,1,5597000
1565,1,3,7,6,0,0,0,5415000
1280,2,3,2,17,0,1,1,4120000
1867,1,3,8,10,0,1,2,6651000
2948,5,2,1,19,8,1,2,9184000
1217,3,3,10,10,6,0,2,4851000
1474,4,2,2,19,0,0,2,4662000
560,1,1,7,9,9,0,2,2440000
630,2,1,1,12,6,0,0,1880000
2636,3,1,2,12,9,1,1,8278000
2755,5,1,5,19,9,1,2,8975000
1152,4,1,3,11,0,0,0,3766000
1758,1,2,4,8,10,1,0,5774000
839,5,1,5,15,0,0,0,2997000
593,4,4,4,14,6,0,0,2219000
994,3,4,3,15,2,1,0,3402000
1349,5,4,8,6,10,0,2,5257000
1954,3,1,4,13,3,0,1,6262000
847,1,4,1,4,10,1,2,3041000
814,1,4,8,10,7,1,2,3522000
2507,4,2,10,0,5,1,0,8931000
2233,2,3,7,19,1,1,0,7359000
1440,5,3,5,1,8,0,1,5220000
2702,2,1,3,13,8,0,1,8356000
1764,4,3,3,16,6,1,2,5872000
1405,4,4,8,16,7,1,2,5325000
1210,1,4,7,15,5,0,1,4280000
725,3,2,8,11,3,0,0,2965000
817,1,3,2,16,2,0,1,2551000
1327,5,3,9,4,7,0,1,5221000
2566,1,3,4,2,4,0,1,8278000
1015,2,4,5,17,2,0,1,3505000
2734,2,4,9,17,6,1,1,9212000
2614,4,3,3,12,6,1,2,8502000
2490,1,2,8,8,9,1,1,8450000
747,3,2,2,14,4,1,0,2521000
2924,3,1,9,1,2,1,0,9982000
2226,5,2,5,15,6,0,0,7188000
862,2,2,9,18,0,1,2,3596000
2024,4,2,7,15,1,1,1,6962000
544,5,1,3,9,7,0,0,2032000
2423,2,2,2,1,7,1,0,7759000
1454,3,1,8,6,5,1,1,5452000
2162,4,2,9,20,0,1,2,7556000
1617,1,3,5,19,10,1,1,5341000
1146,2,1,10,19,5,0,0,4188000
2426,3,4,1,1,5,1,2,7938000
621,1,3,10,7,0,1,0,3013000
2196,4,1,1,1,10,1,2,7208000
894,1,4,2,16,5,1,0,2882000
2102,4,3,8,12,3,1,2,7466000
2285,1,1,3,2,10,1,2,7505000
1580,5,4,8,3,6,1,0,6000000
1662,4,4,7,11,9,1,0,5936000
2260,4,3,2,6,9,0,2,7310000
2449,2,2,5,6,6,1,0,8037000
1576,4,3,5,10,5,0,2,5478000
609,4,4,10,12,0,0,2,3067000
2120,4,2,9,14,9,1,2,7550000
2321,5,1,9,10,0,0,2,8103000
2401,2,2,4,17,10,0,1,7503000
624,2,2,10,15,6,0,2,2892000
899,1,2,5,15,7,0,2,3167000
1364,1,2,3,4,8,1,0,4572000
2150,5,1,10,3,3,0,2,7830000
2157,5,1,10,17,3,0,2,7571000
1806,1,2,10,4,2,0,0,6448000
1193,4,2,10,10,10,1,1,4869000
2423,2,3,5,8,10,0,1,7879000
2068,3,2,4,4,6,1,2,7044000
1604,1,4,9,8,8,0,0,5722000
1048,1,3,5,1,10,1,2,4074000
2246,3,3,7,0,4,0,1,7758000
828,1,4,5,0,0,1,2,3464000
841,2,4,10,11,9,1,2,3833000
874,2,1,4,6,2,0,2,3192000
2616,3,1,2,5,7,0,2,8288000
2557,2,4,4,4,9,0,1,8291000
592,4,4,10,14,4,1,0,2966000
2969,1,2,9,11,1,0,2,9857000
1019,3,1,10,1,8,1,0,4367000
1793,1,1,8,15,3,1,1,6189000
2604,1,3,10,5,5,1,0,9002000
762,4,2,7,5,1,0,1,3226000
2674,3,3,6,17,4,0,2,8682000
1374,3,3,3,19,1,0,1,4362000
1285,5,3,3,8,10,0,1,4415000
2543,5,4,1,3,7,1,2,8349000
874,3,2,8,12,5,0,1,3472000
505,1,2,5,17,6,1,2,2095000
2390,1,1,7,16,0,0,2,7790000
1323,5,2,7,16,10,1,2,4969000
563,4,3,1,19,8,0,1,1779000
956,4,3,9,13,7,0,1,3878000
2295,2,2,2,5,4,1,1,7375000
2822,3,3,6,19,1,0,2,9086000
2153,4,4,6,18,6,1,2,7329000
2762,3,1,1,11,1,0,2,8506000
1187,3,4,2,18,6,1,1,3901000
1352,5,4,7,5,7,0,1,5106000
1311,1,4,7,14,5,1,0,4673000
2716,1,2,7,9,7,1,1,9008000
1717,4,2,9,2,3,0,0,6271000
2117,1,4,1,10,4,0,0,6421000
2488,1,3,4,12,2,1,0,7914000
2584,3,1,7,3,4,1,1,8802000
1196,5,4,9,15,5,1,0,4708000
1402,5,1,1,9,5,1,2,4716000
2466,3,1,4,4,9,1,0,8048000
1869,3,1,5,1,8,0,1,6347000
1327,1,4,8,9,6,1,0,4921000
2755,4,2,7,9,0,0,2,9205000
1024,2,3,10,4,7,1,1,4412000
1573,1,2,6,14,4,0,2,5309000
987,2,3,10,6,0,1,1,4261000
2814,3,1,9,5,9,0,1,9502000
1882,2,4,5,5,0,1,2,6576000
2314,5,1,3,15,0,0,1,7302000
2235,5,3,1,20,1,1,2,7055000
1310,1,3,4,16,8,1,0,4300000
2944,4,1,10,4,10,0,0,9982000
597,5,4,2,1,3,1,0,2491000
880,1,4,10,3,7,0,1,3830000
2743,3,2,10,10,4,1,1,9469000
1157,1,4,10,12,6,1,0,4551000
866,3,4,10,17,2,1,0,3678000
2579,2,3,6,10,3,0,1,8407000
1646,2,3,5,14,8,1,2,5658000
712,4,1,2,6,7,0,2,2606000
2800,5,2,8,15,6,0,0,9210000
2057,4,2,2,8,1,0,0,6471000
1202,1,3,5,11,1,1,2,4336000
2842,1,4,3,20,7,0,2,8756000
1028,4,3,9,16,6,1,0,4104000
747,2,1,2,16,1,1,0,2401000
2548,1,2,1,15,2,1,2,7864000
751,4,4,9,11,4,1,0,3403000
2736,1,1,4,6,3,0,2,8728000
1256,5,3,10,16,2,1,1,5018000
1568,4,4,4,5,7,0,2,5484000
1905,5,3,9,20,4,0,0,6555000
662,3,3,9,15,4,0,1,2906000
1859,1,3,10,14,7,1,2,6747000
728,5,2,7,13,10,1,0,3084000
2329,1,2,6,9,4,1,1,7747000
1779,1,3,4,17,5,0,1,5617000
859,1,1,5,9,5,1,1,3207000
1284,2,1,2,3,4,0,0,4122000
2063,3,1,9,3,6,1,0,7359000
1564,1,2,2,11,5,0,0,4782000
2473,5,4,9,7,5,0,0,8549000
1545,5,3,6,20,9,1,2,5485000
1569,1,1,4,17,10,0,1,4927000
747,3,2,3,3,1,1,0,2841000
2608,1,3,1,10,10,1,1,8094000
1140,3,4,5,2,5,0,2,4310000
554,4,2,1,19,1,1,2,1952000
610,1,1,7,15,2,0,2,2470000
1697,3,3,7,9,7,1,2,6161000
947,4,2,2,13,4,0,0,3041000
2302,5,4,8,20,1,1,0,7826000
1072,5,3,6,3,0,0,0,4096000
1357,3,4,1,1,4,0,0,4421000
1779,3,4,2,8,1,0,0,5647000
2204,1,4,5,19,7,1,2,7212000
1657,5,1,1,2,0,1,2,5621000
1155,1,2,3,11,2,0,1,3735000
534,5,4,6,10,5,0,1,2452000
1773,3,3,3,15,5,0,2,5719000
2658,2,2,4,19,7,1,1,8384000
2862,2,1,10,11,9,1,1,9726000
798,4,2,10,13,4,1,2,3704000
2148,2,3,9,0,10,1,1,7764000
2201,4,3,4,1,1,1,2,7583000
780,3,1,3,18,0,0,0,2460000
1708,1,3,1,18,6,0,1,5084000
1261,2,1,9,9,10,0,0,4633000
1903,4,3,8,8,7,1,2,6949000
1824,2,2,9,17,1,1,2,6502000
2642,3,1,8,12,0,1,0,8816000
1399,4,2,3,20,6,0,0,4357000
1118,3,4,2,12,1,0,1,3664000
602,2,2,4,13,4,1,0,2256000
2432,4,4,8,16,4,1,0,8246000
1755,5,2,2,20,9,0,1,5455000
664,1,2,5,9,6,0,0,2422000
733,5,4,8,9,1,1,0,3339000
729,5,3,9,13,6,1,1,3397000
2304,3,1,6,5,6,1,0,7742000
2689,5,3,3,15,10,0,0,8407000
2126,4,3,8,4,1,1,2,7698000
2097,4,2,2,4,8,1,2,6981000
2271,3,3,7,5,6,0,1,7733000
786,5,4,1,19,9,0,1,2528000
820,4,1,3,1,3,0,2,3130000
2252,2,2,1,12,6,1,2,7086000
1283,2,2,5,3,8,1,1,4679000
2616,2,1,10,13,9,0,1,8798000
1071,4,2,4,4,10,1,1,4023000
1796,4,3,7,3,1,1,0,6468000
1291,2,2,9,9,4,0,2,4913000
2278,1,2,1,7,7,0,2,7064000
801,5,4,4,8,3,0,0,3013000
2566,1,2,10,10,5,0,0,8608000
1360,4,1,2,7,0,0,1,4450000
2257,4,3,5,8,7,1,1,7631000
1992,3,2,3,2,9,1,1,6676000
1145,1,4,9,3,0,0,2,4605000
1640,2,3,8,1,0,0,1,5970000
1281,1,3,4,16,3,0,1,4143000
1557,4,2,10,5,0,0,1,5911000
1174,3,1,3,3,3,1,0,4092000
1950,5,3,4,12,0,0,2,6510000
2152,2,4,9,19,7,0,2,7356000
2837,4,1,3,17,0,1,1,8931000
1835,1,4,5,17,3,0,1,5915000
1878,3,4,9,15,2,1,1,6734000
1595,3,1,4,2,0,0,1,5405000
1324,5,3,3,1,9,1,2,4902000
2725,5,4,8,6,6,0,1,9305000
908,5,3,5,8,8,0,1,3484000
1980,3,2,9,18,6,0,2,6850000
1047,1,3,8,15,5,0,0,3781000
2641,5,3,5,5,0,0,2,8823000
2381,5,2,8,2,2,0,1,8293000
1412,4,4,9,5,5,1,0,5506000
1805,5,4,9,9,5,0,0,6505000
2397,1,3,7,15,2,0,0,7731000
1395,2,2,4,19,5,1,0,4515000
2776,2,1,7,7,8,0,1,9098000
1094,5,1,4,13,2,0,0,3702000
2696,1,2,6,15,4,0,1,8578000
2866,4,4,6,6,5,1,1,9628000
1772,1,2,3,2,10,1,2,5996000
2024,2,3,6,7,7,1,0,6872000
2628,2,2,7,13,8,1,0,8634000
2506,3,1,2,17,4,0,0,7558000
1215,1,1,4,19,8,1,1,3975000
937,5,4,3,16,4,0,0,3161000
672,3,2,7,12,3,0,0,2686000
2973,1,1,10,11,5,1,0,9929000
2848,3,1,6,2,10,0,0,9284000
813,5,2,3,16,10,0,2,2889000
1705,5,4,6,2,4,0,2,6205000
2991,4,4,9,3,4,0,0,10133000
621,3,4,9,15,2,0,2,2893000
691,2,1,9,20,9,0,0,2703000
1847,5,2,2,12,7,1,2,6121000
891,5,2,7,7,5,1,1,3773000
2597,4,1,6,8,3,1,1,8691000
590,5,4,1,7,2,0,2,2260000
1875,4,3,8,4,3,1,0,6785000
1734,2,4,5,4,5,0,2,6002000
2106,4,3,5,6,5,1,2,7298000
636,5,1,3,2,5,1,0,2598000
744,5,4,5,12,2,1,2,3172000
2483,1,3,2,16,1,1,0,7619000
2080,1,4,9,16,8,0,2,7150000
914,2,4,5,18,10,1,2,3412000
1873,3,3,6,8,3,0,1,6379000
1386,1,3,4,12,6,0,0,4458000
1137,4,4,5,6,2,1,1,4341000
1895,3,4,8,9,7,0,0,6575000
1144,5,4,2,11,10,0,2,3942000
1544,5,2,5,15,5,0,0,5142000
2685,5,3,9,11,9,1,0,9225000
2705,5,3,1,19,5,1,2,8485000
567,4,4,7,4,4,0,1,2721000
643,4,1,5,19,0,1,2,2589000
995,2,3,6,2,4,0,2,3895000
1808,1,4,7,7,8,1,0,6304000
1257,3,4,7,14,8,0,2,4621000
2073,3,2,3,1,4,0,1,6789000
643,5,1,7,7,3,0,2,2929000
2902,4,4,1,20,0,0,0,8726000
2923,1,2,8,0,8,1,0,9829000
2850,3,1,2,7,9,1,0,8940000
1935,2,2,2,9,7,1,1,6215000
2599,1,1,9,7,2,0,1,8717000
2671,2,2,3,18,8,0,2,8273000
1797,3,3,5,13,3,0,2,6031000
2524,4,4,1,3,8,1,0,8082000
2232,4,1,5,4,2,0,0,7346000
2426,3,3,5,19,8,0,0,7638000
1205,5,3,10,7,6,0,0,4815000
2475,1,3,7,15,3,1,0,8115000
1101,4,3,9,1,5,0,0,4473000
2070,5,4,8,4,7,1,1,7530000
619,1,1,5,15,7,0,2,2297000
1247,3,3,3,19,4,1,0,4051000
1931,1,2,8,2,5,1,0,6813000
902,5,4,9,1,5,0,2,4116000
2126,4,4,7,3,9,0,2,7498000
729,5,4,8,17,5,0,1,3097000
2627,5,3,8,6,9,1,1,9131000
507,5,3,9,20,3,0,1,2441000
2464,2,4,2,5,1,1,2,8022000
2082,3,1,8,20,2,1,1,7056000
2358,1,2,1,0,7,1,1,7514000
1676,2,3,9,5,6,0,1,6098000
2187,2,2,8,9,1,1,2,7651000
562,1,4,10,2,9,1,0,2966000
2319,5,1,8,6,9,0,2,8077000
2191,4,2,6,7,2,0,1,7373000
2779,1,2,10,4,9,0,0,9367000
2513,2,1,2,12,6,1,1,7859000
1552,4,3,4,1,4,0,0,5326000
867,4,3,9,2,7,0,2,3911000
1770,4,1,10,5,10,1,0,6590000
2492,5,2,1,11,4,1,2,7976000
716,5,2,8,18,0,1,2,3208000
2215,5,1,4,11,3,0,1,7185000
1983,4,4,3,1,9,1,0,6699000
2406,1,1,4,14,3,1,2,7728000
2635,5,3,6,19,0,1,2,8775000
2832,3,4,10,19,7,1,0,9536000
1678,1,4,2,16,2,0,1,5164000
1392,5,3,9,12,6,1,2,5486000
2052,5,1,5,2,6,0,1,6976000
2765,3,4,8,5,8,1,2,9575000
1784,5,1,3,9,7,1,0,5902000
2513,2,4,2,7,2,1,2,8129000
1377,3,2,7,15,10,1,1,4971000
1625,4,3,5,7,2,1,0,5675000
2060,4,1,8,12,0,1,2,7280000
1020,5,4,4,19,3,0,1,3530000
1587,5,4,6,8,9,0,0,5571000
555,5,3,2,4,5,0,0,2125000
1146,5,3,1,3,4,1,0,3968000
2630,4,2,4,17,5,1,0,8360000
1827,1,1,6,9,8,0,0,5981000
849,5,1,8,8,4,0,1,3547000
2068,3,2,6,8,5,0,2,7014000
2359,4,1,9,12,10,0,2,8127000
1547,1,3,3,16,3,0,0,4761000
625,4,3,3,5,0,1,2,2675000
1249,2,4,8,6,4,0,0,4647000
1827,5,1,3,4,3,1,1,6211000
1506,5,2,2,11,2,1,0,4958000
2556,4,1,4,19,2,1,1,8148000
1157,4,1,6,13,1,1,1,4271000
1947,3,1,7,3,4,1,2,6971000
768,5,4,7,7,1,0,2,3394000
578,5,4,5,3,5,0,2,2704000
2259,3,3,7,5,3,1,1,7847000
2732,5,2,4,7,1,1,1,8996000
2835,5,3,6,10,4,0,0,9245000
1725,2,2,6,5,4,1,1,6065000
833,4,2,6,5,3,0,0,3259000
1034,3,1,10,16,10,0,1,4042000
1929,5,4,1,9,6,0,1,6157000
2445,2,3,7,1,9,0,2,8365000
2733,3,1,6,3,7,1,0,9069000
2374,3,4,1,16,1,0,1,7252000
1516,5,3,1,14,3,0,2,4868000
1673,3,4,10,15,4,1,1,6219000
1947,1,1,9,4,3,0,2,6901000
2730,2,2,3,17,3,0,0,8310000
2096,2,4,8,0,10,0,1,7388000
1899,4,4,3,8,1,1,0,6307000
2328,1,2,4,12,8,0,0,7254000
1016,5,4,6,8,9,1,1,4088000
2264,5,4,5,3,1,0,2,7762000
1576,4,4,8,20,3,0,0,5448000
1992,3,1,5,10,7,1,0,6606000
2687,1,3,9,11,8,1,0,9031000
763,5,3,5,13,2,1,2,3179000
1085,5,3,6,2,9,1,1,4385000
1045,5,1,4,16,0,0,1,3575000
1609,3,3,8,5,3,0,1,5847000
2963,1,2,5,0,4,0,1,9579000
2357,1,2,6,11,9,1,1,7791000
867,4,4,3,16,8,0,1,2981000
2989,1,4,1,8,7,0,2,9237000
696,1,3,2,12,10,0,1,2268000
874,5,2,9,6,7,1,2,4022000
1620,5,1,7,4,7,1,1,5990000
1705,4,2,10,6,9,0,1,6335000
2164,4,2,9,20,4,1,1,7482000
916,3,1,3,7,3,0,1,3168000
2430,3,3,7,7,2,1,1,8320000
831,4,1,1,19,8,1,0,2593000
1409,1,4,8,5,5,1,2,5407000
840,5,3,4,5,9,1,0,3310000
2538,4,1,7,18,9,1,1,8414000
1169,1,4,9,12,0,0,2,4497000
2494,3,3,7,13,1,0,0,8162000
514,5,2,4,4,5,0,0,2172000
2422,3,3,3,10,7,1,0,7756000
510,1,2,3,15,5,0,0,1640000
1475,2,4,8,15,3,1,1,5375000
1837,2,4,3,17,10,0,1,5771000
1289,4,2,2,16,6,1,0,4157000
1101,2,4,6,15,0,0,1,3903000
2471,3,4,2,12,1,1,1,7873000
2684,2,3,4,17,10,1,2,8612000
677,4,3,7,12,8,1,0,2931000
1350,4,3,3,10,1,1,2,4750000
2863,2,4,1,6,8,1,1,9019000
1406,1,4,4,20,10,1,1,4618000
2171,5,4,4,5,9,1,1,7413000
2955,2,4,2,20,7,0,0,8885000
2298,5,3,5,1,8,0,0,7714000
2496,5,2,2,4,4,1,0,8068000
2372,4,3,6,6,3,1,1,8116000
1395,2,4,2,17,2,1,0,4415000
1554,1,3,2,2,2,1,1,5192000
1069,2,1,2,10,1,1,0,3487000
2326,1,1,4,13,10,1,0,7348000
2381,1,4,7,20,4,1,2,7923000
2777,3,1,8,0,8,0,2,9471000
2189,4,2,5,1,10,1,2,7617000
1849,2,4,2,7,0,1,2,6137000
923,2,1,7,9,9,1,1,3649000
754,1,3,7,5,7,0,2,3162000
1148,1,3,9,14,8,0,2,4364000
2374,3,4,3,0,6,1,2,8002000
879,2,1,6,12,8,0,1,3207000
1058,5,3,9,12,0,1,0,4324000
1422,1,2,2,5,10,0,1,4556000
2940,2,2,7,11,5,1,0,9610000
2805,3,4,2,7,8,1,0,8895000
1818,2,2,8,6,3,0,1,6374000
2077,1,1,4,15,4,0,1,6491000
2752,1,4,5,8,8,1,2,9076000
1703,3,2,5,14,1,0,2,5699000
2303,1,3,1,3,6,0,0,7089000
2974,5,4,7,13,10,0,2,9892000
1647,3,1,8,17,6,1,2,5891000
2406,1,4,2,7,1,1,2,7758000
1463,2,2,1,8,7,0,2,4649000
1760,2,3,6,13,6,0,2,5970000
1406,5,1,2,17,5,0,1,4438000
2238,2,1,10,16,5,0,1,7604000
1399,1,3,7,14,0,0,1,4837000
2331,4,2,3,7,1,1,2,7723000
2093,2,1,3,15,9,1,0,6559000
1869,3,2,8,7,0,0,0,6477000
2823,3,2,10,10,9,1,1,9709000
1078,4,1,8,17,4,1,0,4074000
1375,5,2,8,6,3,1,2,5425000
2551,4,1,9,6,7,0,1,8743000
2775,2,4,4,4,7,1,0,9015000
2066,3,1,4,18,2,0,2,6578000
1945,1,2,6,11,7,0,2,6485000
887,2,4,5,14,10,0,0,3101000
2445,2,4,9,20,6,0,0,8055000
2671,1,4,7,8,1,1,1,8953000
769,3,1,7,16,8,1,1,3097000
776,1,2,10,3,6,1,2,3688000
1302,4,3,8,9,9,1,2,5126000
1503,5,2,3,5,0,0,2,5179000
1725,4,3,8,13,10,1,1,6235000
2491,5,4,7,15,5,1,2,8553000
1753,3,4,1,3,3,0,2,5729000
1864,4,3,9,11,0,1,0,6712000
637,2,4,4,18,4,1,2,2481000
1213,5,1,7,16,0,1,2,4609000
1122,3,2,2,13,3,0,1,3596000
2393,4,2,7,9,0,1,0,8109000
619,5,4,10,17,5,0,0,2887000
1854,3,4,3,11,10,1,2,6222000
938,5,4,3,4,1,1,2,3714000
2820,4,3,4,2,6,1,0,9260000
2696,1,4,5,5,5,0,1,8738000
771,1,2,5,10,2,1,1,2953000
1950,4,1,6,15,6,0,2,6540000
1775,5,3,10,1,6,0,1,6725000
1345,1,2,9,11,7,0,1,4905000
2965,5,1,9,12,7,0,2,9995000
812,2,4,5,3,7,0,1,3176000
2819,4,1,7,9,2,0,0,9207000
785,4,3,10,14,1,1,2,3675000
2702,2,2,7,13,3,1,0,8856000
2069,4,3,2,15,8,0,0,6397000
1254,3,3,10,9,4,0,1,4902000
2438,5,2,4,9,0,0,2,8004000
767,2,1,1,3,8,1,1,2701000
1970,1,2,1,6,8,0,1,6080000
1917,5,2,1,7,0,1,0,6171000
862,5,2,3,4,8,1,0,3266000
2641,3,2,6,17,1,1,2,8703000
2009,4,4,6,1,10,1,1,7157000
908,5,4,10,0,2,1,0,4244000
2218,2,2,10,10,3,1,0,7764000
1223,4,1,8,18,5,0,2,4499000
518,1,1,4,16,1,1,2,2024000
2954,1,4,2,19,3,1,0,9002000
2712,3,1,5,16,3,0,0,8496000
586,5,3,5,11,4,1,2,2688000
1433,2,4,3,11,1,1,1,4829000
2846,1,3,8,7,2,1,1,9568000
2651,3,3,9,9,4,0,2,9073000
2697,2,2,9,9,5,1,0,9121000
882,1,1,9,6,8,1,2,3816000
2601,5,1,7,13,5,1,0,8673000
2597,2,3,5,17,1,1,1,8371000
2150,3,4,3,5,2,1,1,7150000
994,2,4,1,14,1,1,0,3172000
2726,4,2,10,10,10,0,0,9238000
2569,2,3,3,9,1,1,1,8247000
1606,2,2,7,3,4,1,1,5848000
1937,5,2,1,9,3,1,1,6271000
2046,4,3,9,16,5,0,0,7008000
2822,3,2,1,9,9,1,2,8906000
2366,4,1,7,17,0,0,0,7688000
2960,3,3,10,19,6,1,2,10050000
1144,1,1,1,20,5,1,2,3522000
746,5,4,9,19,7,0,0,3128000
1444,5,3,6,4,6,1,0,5342000
2673,1,3,9,6,10,1,0,9089000
1766,3,1,9,14,6,1,2,6408000
2255,2,4,10,19,6,0,2,7765000
827,3,4,8,9,10,1,0,3521000
2352,1,3,1,15,8,1,2,7306000
2764,1,2,2,18,0,0,2,8402000
2257,1,4,5,2,8,1,0,7551000
2621,2,1,1,9,3,0,0,7913000
2018,2,3,5,16,3,1,1,6654000
2480,3,2,2,14,0,0,2,7730000
2127,4,1,1,14,10,0,0,6431000
2838,2,2,3,1,0,1,1,9184000
2534,1,4,1,5,0,0,0,7772000
2404,4,3,3,1,8,0,1,7862000
2386,4,1,6,20,10,0,1,7668000
2307,2,3,5,9,7,1,0,7581000
2407,5,1,6,15,5,0,0,7801000
2719,1,4,10,20,10,0,1,9007000
1557,5,2,5,2,7,0,0,5441000
1699,4,1,2,5,1,0,0,5427000
2847,3,3,1,0,9,1,1,9111000
2897,4,1,6,19,10,1,2,9451000
547,5,1,9,10,3,1,1,2851000
2887,5,3,1,15,8,1,0,8951000
865,1,2,8,20,8,1,0,3255000
2257,2,2,3,19,3,0,0,6851000
1837,2,4,7,1,3,0,0,6411000
1461,5,1,6,19,0,1,1,5113000
2260,5,4,10,19,2,1,2,8080000
1493,2,3,4,1,10,1,0,5199000
763,4,3,8,7,2,1,2,3549000
799,2,4,1,11,8,1,1,2727000
2885,4,4,6,19,7,0,2,9355000
657,3,2,10,17,1,0,1,2921000
2384,4,4,6,4,1,0,0,7992000
1290,5,2,8,12,5,1,0,4890000
2878,3,4,2,7,1,1,0,9114000
1523,1,1,8,8,6,0,0,5289000
2666,2,2,1,11,10,0,2,8198000
2712,3,2,8,2,8,1,2,9416000
2318,2,4,10,4,10,1,0,8244000
2084,1,2,7,0,6,0,1,7142000
877,4,1,8,12,3,1,0,3571000
1038,1,4,5,2,2,1,0,3894000
1770,4,1,9,0,7,0,2,6600000
2156,4,1,2,16,9,1,2,6888000
865,2,1,4,9,4,1,0,3095000
2149,4,2,3,6,7,1,0,7037000
2057,2,2,6,3,3,0,1,6951000
2741,5,1,5,16,2,1,0,8833000
1736,2,1,5,4,9,1,0,5908000
2818,3,3,7,13,2,0,0,9134000
1068,1,4,9,11,9,0,0,4054000
2511,2,2,4,4,4,1,2,8323000
1932,3,4,2,3,8,1,2,6516000
1419,3,3,3,7,2,0,0,4657000
2230,5,4,8,20,9,0,2,7620000
1815,2,3,4,1,7,1,0,6165000
2815,3,3,3,17,8,0,2,8805000
1852,1,3,7,5,5,1,1,6526000
1343,3,1,10,6,7,1,0,5239000
2848,4,2,9,15,0,1,1,9634000
2091,5,4,4,13,10,0,2,6943000
2338,4,1,4,9,3,0,0,7464000
1948,2,4,7,16,8,0,1,6524000
584,5,2,1,16,6,0,0,1842000
1231,1,4,1,8,6,1,2,4113000
1234,5,1,7,19,9,0,1,4382000
750,2,4,10,2,6,0,0,3430000
2740,5,2,9,3,7,0,1,9450000
590,5,3,10,11,5,0,0,2890000
2120,2,3,9,2,0,0,2,7570000
2785,5,3,3,13,6,1,0,8885000
509,5,2,8,19,10,1,1,2487000
1962,3,1,2,6,10,0,0,6146000
1264,3,3,7,9,4,0,0,4552000
1724,4,2,2,18,4,1,0,5422000
1377,1,1,9,8,2,1,2,5261000
1749,5,4,9,11,8,1,1,6527000
2229,2,1,10,18,9,1,2,7767000
2323,4,4,7,11,1,0,0,7769000
2552,4,1,1,15,9,1,1,7916000
2580,3,4,2,11,6,0,2,8150000
552,5,3,1,19,0,1,1,1946000
1552,5,1,10,5,6,0,2,5996000
2243,3,2,2,6,8,1,1,7249000
579,4,2,9,16,1,1,1,2807000
2085,1,4,4,10,5,1,0,6775000
2526,5,2,1,10,1,1,2,8098000
2244,5,3,6,20,10,0,1,7352000
2728,3,2,5,3,8,0,2,8994000
566,5,3,7,6,6,0,2,2778000
1554,5,2,9,16,9,0,0,5552000
1862,2,1,8,6,4,0,1,6476000
2704,3,4,6,4,7,0,1,8982000
567,3,4,8,19,7,1,0,2541000
1424,3,4,7,0,5,0,0,5242000
988,4,4,10,4,10,0,0,4204000
2823,2,4,9,8,7,0,0,9429000
811,1,3,4,13,0,1,0,2863000
819,4,3,8,10,5,0,2,3507000
2121,4,2,3,16,0,0,2,6763000
2828,3,2,3,6,6,1,0,9024000
1251,3,2,1,12,7,1,2,4133000
1806,5,1,5,20,3,1,1,6028000
1922,4,4,8,11,7,1,0,6816000
2314,1,2,4,4,1,1,2,7682000
592,1,3,10,3,2,0,1,2936000
2983,2,1,5,15,10,0,0,9279000
1103,5,2,2,5,5,1,1,3949000
2241,2,3,7,2,4,1,0,7723000
1576,5,2,1,19,5,0,1,4838000
2657,3,1,2,13,6,0,1,8171000
1029,4,2,9,18,6,0,1,3967000
2049,1,3,10,8,0,1,0,7277000
1313,2,1,9,12,1,0,1,4809000
