area,bedrooms,bathrooms,location_score,age_of_house,floor,near_metro,parking,price
1742,2,1,7,13,7,1,2,8343886
2833,4,1,6,18,6,1,1,11017186
1320,3,2,3,9,5,0,2,6936562
2261,4,3,4,4,6,0,1,10394248
1722,2,1,8,2,5,0,2,8250336
990,1,1,6,13,8,0,0,5111256
1995,3,3,2,5,2,1,0,8776047
2145,4,4,5,14,8,1,0,10214626
2061,4,3,3,16,6,0,0,8921513
622,2,1,1,2,0,0,0,3783488
1687,4,1,6,12,9,1,0,8335759
2585,4,3,10,20,0,0,1,11314363
784,1,1,8,5,3,0,1,5381648
1208,2,2,10,19,3,0,2,7466212
1684,2,2,2,4,1,0,1,6913874
1624,4,2,2,0,5,1,0,8017535
1992,5,4,9,10,0,1,1,10929416
2263,4,3,2,8,1,1,2,10027912
794,2,2,1,18,5,0,1,4560076
2375,4,1,3,2,5,0,2,9859616
928,2,1,2,2,6,0,1,5226091
1548,2,2,10,6,4,0,0,7922542
2227,4,1,5,15,2,1,1,9482935
647,2,1,8,2,2,0,0,5176888
1818,5,1,9,20,4,1,2,10106799
1731,2,2,1,19,6,0,1,6849215
1443,2,2,1,3,10,0,2,6898444
2855,3,1,10,3,4,0,0,11503325
2568,3,1,10,14,1,0,2,10896516
1256,4,4,5,2,5,1,2,8684721
1957,4,2,5,10,0,0,1,8963680
1211,3,1,9,13,10,1,1,7853208
2747,3,1,1,10,1,0,2,9765947
1055,4,4,3,8,3,0,1,7194377
2538,5,2,7,14,7,0,0,11022435
2591,5,2,5,1,8,0,2,11561030
1396,2,1,6,14,9,0,0,6525542
1519,3,2,2,12,10,0,0,6761393
1118,4,3,2,4,6,1,0,7279497
2802,4,4,2,2,0,1,0,11483510
610,1,1,7,15,3,1,0,4586097
2209,3,1,4,18,9,1,0,8748715
2156,5,4,7,0,5,1,0,11374238
608,1,1,1,19,0,0,0,2901974
1265,3,1,10,16,0,1,1,7836315
1708,3,1,10,18,4,0,0,8101322
2211,3,2,1,11,0,0,2,8720165
2893,5,1,8,12,1,0,2,12161089
1771,4,2,7,15,8,1,2,9352642
1048,2,2,8,8,9,0,0,6566653
2283,4,3,6,0,10,0,1,10591505
2522,4,2,2,10,7,1,2,10820548
1041,2,2,1,17,3,1,0,5283830
2888,3,1,7,15,4,1,1,11361789
2120,4,3,4,10,1,1,0,9516784
2522,4,2,10,4,7,0,2,11593997
732,2,1,1,6,7,0,0,4081827
1520,4,2,1,16,2,0,1,7272921
2158,3,3,10,0,9,1,1,11048157
2630,5,3,2,12,6,0,2,10903021
2123,4,3,5,19,0,1,0,9706133
1683,4,4,2,13,10,0,0,8403056
2409,5,4,3,13,1,0,1,10597534
654,1,1,1,5,8,1,1,4144481
1856,5,2,2,16,9,1,1,9108001
2141,4,2,4,18,7,1,1,9434950
2984,3,3,1,5,3,1,2,11357935
845,2,2,5,7,3,1,0,5643292
651,1,1,8,10,3,1,1,5162590
1385,2,1,5,5,9,0,0,6412586
2931,3,3,8,17,5,0,0,11307530
821,2,1,3,3,6,1,1,5448718
2642,5,4,1,2,0,1,1,11736068
2571,5,4,9,5,4,0,2,12632445
2226,4,2,10,6,8,1,1,11305692
670,2,2,6,0,3,1,0,5620579
1313,4,3,7,12,9,0,2,8373929
1554,3,3,9,12,0,0,2,8892496
1854,3,1,9,7,1,1,2,9624741
590,2,1,8,19,1,0,1,4905886
2532,5,4,1,2,5,0,2,11400702
1425,2,2,6,2,2,0,2,7684419
1530,3,2,2,16,3,0,1,6927744
942,2,2,5,4,5,0,1,6025659
1763,2,1,1,6,9,1,2,7370242
727,2,2,8,14,5,1,0,5674597
1814,3,3,6,15,10,1,2,9201446
1400,3,2,4,6,6,0,1,7163798
1537,3,2,2,11,1,1,2,7493897
1794,3,2,2,20,4,0,2,7624721
1491,3,2,9,10,1,1,2,8625114
2341,5,3,8,15,3,0,1,10917555
2101,3,1,8,8,1,1,1,9330723
746,1,1,6,13,10,0,1,4897833
2247,3,2,9,7,10,1,1,10626387
1845,4,1,3,7,4,1,0,8252529
968,1,1,5,0,2,0,1,5357162
2267,4,2,10,7,10,1,1,11237690
1232,3,2,5,10,10,1,0,7061746
1749,4,2,10,14,5,1,1,9644024
1722,4,2,3,1,9,1,1,8665899
1552,3,2,7,11,8,0,2,8427333
545,1,1,7,19,2,1,0,4194749
1483,4,3,3,16,7,0,1,7929556
2620,3,2,5,7,0,0,2,10525712
2409,5,2,9,10,4,1,0,11625163
748,1,1,9,0,4,1,1,5924616
2785,5,1,9,14,6,0,1,12164754
1213,3,1,5,14,7,0,0,6239353
2752,4,2,8,17,1,1,1,11425060
2153,3,1,8,6,6,1,0,9479687
2660,5,4,4,2,4,0,2,12188611
1382,2,1,7,13,6,0,1,6738614
2126,5,4,8,12,2,0,2,11039259
1778,3,3,3,4,4,1,1,8723104
2761,4,4,1,14,1,1,1,10855341
1596,4,3,8,19,2,1,1,9162216
1206,2,2,3,19,8,0,0,5740088
1274,3,1,4,14,3,1,1,6674738
1671,3,1,2,11,5,0,0,7024513
2782,3,3,6,2,7,0,2,11903954
2347,3,2,8,15,10,1,2,10804613
979,1,1,7,9,5,0,0,5178909
1712,2,2,6,0,3,1,0,8009568
1216,4,1,1,3,2,1,1,6840493
2347,4,1,5,18,9,1,2,10392671
2339,4,1,4,3,7,0,1,9748671
1015,3,3,4,5,0,0,1,6629491
1386,3,2,6,12,3,1,1,7776272
2611,5,2,7,16,6,0,1,11451886
1730,4,3,5,18,8,0,0,8570737
1294,2,2,8,6,9,0,2,7440419
594,2,1,10,9,2,0,0,5142853
1216,3,2,5,6,10,1,0,7193449
2479,5,2,1,18,9,0,2,10244413
986,1,1,1,6,8,0,0,4365420
2940,3,1,6,0,10,1,2,11796485
1720,3,2,2,13,8,0,2,7863029
2090,5,1,4,1,4,0,0,9531572
1838,5,3,7,16,0,0,2,10054536
985,2,1,4,13,0,1,1,5492846
1260,2,1,2,11,4,1,2,6300108
1032,4,1,8,19,1,1,0,6952168
772,1,1,5,2,7,1,1,5346539
2830,3,1,6,18,4,0,1,10174509
2834,3,1,7,16,0,0,0,10229277
1387,4,4,1,19,6,1,0,7574658
1990,5,2,5,19,7,0,0,9022485
2889,4,1,2,11,3,1,0,10703912
618,2,1,3,11,6,0,1,4386716
2796,5,1,5,19,7,0,1,11061404
2758,5,3,6,11,1,1,2,12593747
1167,4,3,1,10,10,1,1,7135091
2817,3,2,4,18,1,0,0,10012350
2872,3,3,7,12,7,1,2,11840708
1975,3,1,9,10,10,1,2,10045033
675,2,1,10,8,2,0,0,5605824
2608,5,2,6,17,10,1,1,11622284
1318,4,1,4,15,0,0,1,6848425
838,1,1,6,17,8,1,1,5221249
1340,4,1,8,8,8,1,2,8424260
1273,3,1,10,11,10,0,1,7542456
734,1,1,4,12,1,1,0,4199443
1631,4,3,5,3,2,0,2,8877409
924,1,1,6,5,5,1,0,5451499
2077,3,2,6,13,1,1,1,9129030
1136,4,4,1,2,0,0,0,6726526
1096,4,3,2,15,6,0,0,6334876
1761,4,2,3,8,0,1,2,8747098
1055,4,4,2,4,1,1,1,7601028
2808,4,1,1,0,1,0,0,10149467
1398,4,1,2,13,7,1,1,7440197
2098,5,4,4,5,3,0,1,10407770
907,2,1,5,9,6,0,0,5280335
592,2,2,10,20,0,1,0,5574264
2840,5,1,6,19,5,0,2,11748660
1607,2,1,7,17,3,1,0,7255105
2325,4,2,2,0,8,1,0,9873615
1000,2,2,10,2,5,1,0,7079802
1876,3,3,5,18,5,1,0,8730637
1548,2,2,3,4,1,1,0,6899514
1751,2,2,9,15,10,0,2,8712507
1163,2,1,10,2,10,1,0,7298606
935,1,1,3,1,4,1,1,5213087
955,1,1,5,11,6,0,1,4997870
1395,2,1,5,2,3,0,0,6348579
1363,2,2,7,9,4,0,0,6830922
2404,5,4,9,0,5,1,2,13076239
1065,4,2,8,15,0,0,1,7108521
1752,4,4,7,19,10,1,2,10132028
2622,4,2,6,12,10,1,2,11734689
818,1,1,6,0,7,1,1,5601087
2057,4,2,8,12,3,0,2,10007008
607,1,1,2,3,9,1,1,4276693
1958,5,2,3,1,1,0,0,9263875
2480,3,3,5,4,2,1,2,11024634
1464,4,2,4,17,1,1,0,7474471
2164,3,2,7,19,10,1,1,9865731
2192,5,4,1,15,1,0,2,10289817
2875,4,1,2,3,5,1,2,11486673
1025,2,1,4,15,1,1,1,5752672
2612,4,1,3,12,4,0,0,9661813
1228,4,3,6,16,8,1,2,8325399
2878,3,2,2,8,7,1,1,10988787
2626,5,1,6,20,7,0,0,10813698
2538,5,3,5,8,0,0,0,11068827
1566,4,3,3,8,4,0,1,8192169
1339,3,2,7,1,4,1,2,8455371
2378,3,1,9,16,1,1,0,9965178
2506,5,4,4,9,7,1,1,11786102
2294,5,3,6,4,7,0,2,11586393
919,1,1,7,15,5,1,0,5400508
1872,4,3,6,14,9,1,2,10151344
2385,5,1,8,14,10,0,1,10935111
2028,4,2,1,0,1,1,0,8647468
1573,2,1,8,5,5,0,0,7466481
2853,5,3,7,14,2,1,0,12225191
1900,5,2,6,3,7,1,1,10258606
1954,4,3,3,20,6,1,0,9045372
1604,2,2,5,4,8,0,0,7174559
1020,2,2,2,0,6,1,1,5919261
1163,3,2,3,1,10,0,1,6760776
2217,3,3,7,14,3,1,0,9843360
725,1,1,2,18,5,1,0,3931036
742,2,1,7,11,0,1,1,5680010
964,2,2,5,11,2,0,1,5666881
1582,2,1,1,1,10,0,0,6413889
2037,4,4,1,9,0,1,0,9076558
1263,2,2,2,14,5,0,2,6128065
2917,3,3,7,0,5,1,1,12073282
1608,4,2,5,5,2,0,1,8470384
1674,2,1,1,14,7,0,0,6111654
2411,4,3,9,18,3,1,1,11576384
1173,4,4,1,2,7,1,1,7784925
2670,4,2,9,16,0,0,0,10787447
1346,2,2,3,18,2,0,2,6282018
1173,2,1,8,15,5,0,1,6386299
2647,3,2,4,20,2,1,1,10198363
2996,4,3,7,1,4,0,2,12514996
929,2,2,6,20,4,0,1,5683806
1304,4,4,1,4,1,1,2,8036447
2079,5,1,5,15,10,1,0,9447368
2250,5,3,5,9,1,0,1,10341665
2404,3,1,10,13,7,0,1,10067085
1816,4,2,4,14,2,1,1,8851940
1833,4,1,5,17,5,0,0,8133681
628,2,2,7,7,2,0,1,5388215
791,1,1,8,16,5,0,0,4776732
1201,4,4,3,18,1,1,2,7765462
1071,2,1,10,4,5,0,1,6698460
2314,4,4,7,2,7,1,1,11642237
1162,2,2,6,16,8,0,1,6397262
2546,5,2,4,9,0,0,2,11127203
1296,3,3,4,12,10,0,1,7401692
2860,3,2,7,16,6,1,2,11684311
2720,3,2,10,11,6,1,0,11244673
702,1,1,8,11,0,0,1,4888359
564,2,2,1,19,2,0,0,3679830
2353,3,2,3,3,3,1,1,9712650
1223,3,3,4,18,2,0,2,6972850
2561,5,3,10,10,4,0,1,12393510
1015,4,2,4,12,9,0,0,6562661
621,2,1,9,2,9,1,0,5873512
2205,3,3,9,0,9,0,2,10905649
755,2,1,10,6,3,1,0,6068006
1600,3,2,3,5,7,1,2,8130826
2096,4,2,3,15,2,0,0,8473318
1791,3,1,3,10,0,0,1,7532768
2869,3,1,10,14,4,1,0,11198509
2116,4,1,7,0,8,1,0,10125697
1713,4,3,2,7,3,1,1,8807054
519,2,2,6,4,10,1,1,5643586
2461,3,3,2,16,1,0,0,9213779
2357,3,1,10,3,9,0,2,10629380
2136,4,3,1,13,3,1,2,9700091
2583,4,1,7,14,6,1,1,11024983
2877,3,3,7,13,9,1,1,11653534
1252,2,1,7,8,4,1,2,7071998
1685,2,2,1,8,3,1,0,6878384
924,2,1,7,6,1,1,1,6143179
1612,4,3,3,5,2,0,0,8105994
1037,4,1,10,15,3,0,0,7236516
1554,3,1,2,14,5,0,0,6567249
2920,4,2,9,10,0,0,0,11582657
914,1,1,6,6,5,0,0,4953070
2246,5,2,5,7,1,1,0,10394917
764,2,1,4,11,4,1,0,4978273
1566,2,1,9,5,5,1,0,7922361
2180,5,2,3,1,6,0,2,10475811
2924,5,3,6,17,0,0,2,12588268
1919,4,1,9,13,9,0,2,9805257
2606,3,2,3,11,4,0,0,9770491
1819,3,3,7,10,1,0,0,8832541
2276,3,1,7,14,4,1,0,9439757
2258,3,2,5,7,3,1,2,9778659
1470,3,2,2,4,7,1,1,7326701
2980,4,2,2,5,1,1,2,11845852
2936,4,1,7,19,7,0,2,11563564
1076,2,2,2,17,6,0,0,5055057
933,2,2,9,20,7,1,1,6697307
2512,4,1,2,19,2,1,1,9541439
994,2,2,6,0,4,1,0,6394575
1708,4,2,9,8,0,0,2,9594889
1014,3,2,6,9,5,1,1,7074503
735,2,1,5,4,5,0,1,5111331
2173,5,1,4,16,5,1,0,9563589
2641,3,1,2,6,2,1,1,9854182
1764,2,2,9,11,9,0,2,8787420
2409,4,2,9,11,8,1,2,11750737
2857,3,1,6,20,4,0,1,10537157
1303,3,2,3,16,7,0,0,6379882
974,2,2,4,20,5,1,1,5920581
2980,4,3,1,13,10,1,2,11971377
1026,4,3,9,13,3,0,1,7861732
2632,4,3,5,3,7,0,2,11708432
1725,2,1,5,18,1,1,0,7312124
1959,4,3,1,18,6,1,1,8724855
1084,4,3,8,8,0,1,0,8068559
2015,3,3,8,20,7,0,0,9140357
2391,4,4,4,1,7,1,2,11637110
2500,4,1,1,18,0,1,2,9755305
903,2,1,8,5,3,1,1,6230865
671,2,1,2,15,0,0,0,3726924
2906,3,2,2,6,9,0,0,10193306
1957,3,1,2,9,7,1,2,8646723
2325,3,3,10,1,5,1,1,11118440
2472,5,2,10,0,4,1,1,12270572
1699,3,2,9,9,4,0,1,8655000
1363,2,2,7,10,1,0,0,6878667
2799,3,1,9,4,4,0,0,10735513
2229,3,2,5,8,9,0,0,9162860
2818,3,2,2,15,10,1,2,11005582
1296,2,2,4,20,0,1,0,6194938
1122,2,1,2,12,10,0,1,5497826
2830,3,1,2,16,6,1,2,10488234
964,1,1,9,1,2,0,0,5819153
2864,5,4,1,4,10,1,1,12319860
1796,2,2,7,9,4,0,0,7987401
1275,3,2,8,5,8,1,0,7911159
2816,5,4,3,9,0,0,0,11524667
1574,4,2,1,7,1,1,2,7995156
808,2,2,1,19,0,0,0,4169500
1995,4,2,9,12,9,0,2,10151132
2860,5,1,1,12,7,0,0,10318807
2628,3,2,7,10,3,1,2,11287246
1229,4,3,10,12,6,0,0,8491671
1983,5,3,6,5,0,0,0,9953025
958,2,2,5,9,8,1,1,6303887
516,2,2,1,11,1,1,0,4113537
1051,2,1,8,14,5,0,0,5891206
1528,4,2,10,2,0,0,0,8599520
1623,2,1,4,20,7,0,2,7081750
724,1,1,3,19,5,1,1,4383161
968,1,1,4,14,0,0,1,4754829
2246,5,2,4,0,2,0,1,10056975
2085,4,4,9,19,9,0,0,10584644
2503,4,4,3,3,3,0,1,10724007
1923,5,2,10,11,6,1,1,10557412
2875,3,3,6,19,0,1,1,11113755
1722,3,2,4,14,6,0,1,7955217
1218,3,2,5,16,5,1,1,7273931
2289,4,3,6,15,7,0,1,10126219
2166,4,1,7,14,9,1,1,10216161
772,1,1,10,20,0,1,0,5350897
1857,4,4,1,9,2,1,1,9006480
3000,4,3,1,17,0,1,2,11445996
527,2,1,9,5,8,1,0,5569312
918,2,1,8,10,0,0,0,5632184
1146,2,2,3,3,2,0,0,5671585
1653,3,3,7,4,7,1,0,8823942
892,2,2,5,18,7,0,1,5562786
1038,4,3,5,11,8,0,1,7165783
1429,3,3,5,18,9,0,1,7638968
1412,3,3,10,10,2,0,2,8832958
1817,3,1,1,18,0,0,2,7092297
1736,4,4,4,2,1,0,1,9290751
2233,3,1,7,0,9,0,0,9406146
511,2,2,10,12,10,0,1,5840890
1602,2,1,6,19,7,1,2,7562724
1691,3,3,5,5,1,0,2,8522182
568,2,1,9,5,8,1,1,5791251
647,2,2,3,10,5,0,1,4673178
1870,3,3,1,18,3,1,1,8279360
2408,3,2,10,12,10,0,2,10925360
2235,5,3,2,6,5,0,0,10005178
1575,4,2,7,19,5,1,2,9087407
2704,3,2,8,1,6,0,0,10958303
952,2,2,10,8,9,0,1,6992337
2645,5,2,8,13,1,0,0,11150759
1422,3,1,3,0,9,1,1,7610781
2071,5,1,6,15,3,1,2,10029283
1297,4,3,7,6,3,1,1,8626640
2596,5,3,10,2,3,1,2,13074163
511,1,1,2,3,3,0,1,3606144
1154,2,1,2,8,3,0,1,5340473
2311,3,3,8,3,2,1,2,11053193
2964,4,2,4,16,7,0,2,11637873
1286,4,2,3,1,8,0,0,7337934
1750,3,3,5,7,5,0,2,8795956
2801,3,2,5,18,5,1,0,10758016
640,2,1,6,19,9,0,0,4612414
1263,4,3,3,4,4,0,1,7349609
1009,4,2,2,7,7,1,1,6683136
643,1,1,6,15,9,0,1,4519544
872,2,1,4,7,5,0,0,4940097
1168,2,1,2,20,5,0,1,5268652
2765,4,3,7,5,1,0,1,12012086
535,1,1,3,1,8,0,0,3809630
1597,2,2,7,13,4,1,2,8348125
2092,3,3,3,3,3,1,0,9221712
911,1,1,5,8,9,1,1,5332254
1043,4,1,9,9,8,1,1,7709136
2891,4,4,3,11,4,1,0,11745877
725,2,2,5,9,2,0,1,5302777
2187,3,3,5,18,0,1,1,9465517
1661,3,2,5,13,5,1,1,8243323
1697,4,3,3,10,2,1,1,8660047
570,1,1,5,7,1,1,1,4390985
1473,4,1,4,13,9,1,1,7761187
1396,4,2,8,15,7,0,2,8608075
2307,5,1,6,8,2,0,1,10069465
1799,2,1,9,6,4,0,0,8001861
1062,2,1,8,4,0,1,1,6827258
2954,4,3,4,15,0,0,1,11234442
1461,4,4,8,6,3,1,0,9035576
502,2,1,8,11,5,0,1,5054620
1151,2,2,6,3,0,1,0,6626588
908,2,1,9,3,7,0,1,6233297
508,2,2,4,6,10,1,1,5059048
1764,2,1,5,18,10,1,2,7823446
2940,4,2,1,8,0,0,0,10326965
1634,2,1,1,19,10,0,2,6655672
2382,3,1,7,6,3,0,1,9874305
515,2,1,5,8,7,0,0,4402132
986,1,1,3,11,7,1,0,4795970
1742,2,1,8,5,4,1,2,8699181
1222,2,2,7,18,9,0,1,6598004
2713,3,1,2,18,7,1,2,10134698
937,2,2,6,1,1,0,0,5791623
1715,2,1,8,14,6,0,0,7618476
1017,2,1,7,4,5,1,1,6392710
637,1,1,7,13,8,1,1,5104284
1479,4,4,4,17,4,1,2,8934013
873,2,2,9,2,6,0,0,6449676
938,1,1,9,5,3,1,0,6063998
2443,3,2,2,2,2,0,2,9852392
854,1,1,7,4,3,1,0,5347697
2071,4,3,9,5,10,1,0,10961206
1124,4,2,6,9,6,1,1,7700410
1411,2,2,10,2,4,1,1,8502868
719,1,1,6,7,5,1,0,4936448
1335,3,1,5,13,6,1,1,7267070
1014,2,2,8,12,1,1,1,6746835
2908,3,2,6,10,2,0,1,11183096
1199,4,1,6,19,6,1,0,7035225
2975,4,1,7,8,3,1,0,11793817
2130,3,3,4,9,8,1,0,9204324
2253,3,1,6,12,5,0,2,9510921
1258,2,1,6,8,2,1,0,6367068
593,2,1,8,19,0,1,0,4945909
2596,3,2,9,11,5,0,1,10770065
1576,4,4,6,19,7,1,1,8994264
1697,2,1,5,6,6,0,1,7358451
2609,4,4,9,10,0,1,2,12707423
2265,4,2,6,7,0,0,1,10005956
2725,4,4,9,19,4,1,0,11896863
2967,3,3,3,9,6,1,0,11267291
2804,5,2,8,10,2,0,1,12310838
583,1,1,10,11,9,1,0,5201477
2791,4,3,8,1,5,0,0,11664748
1506,3,1,4,20,0,0,1,6671018
2168,4,1,10,15,2,1,0,10208098
1365,3,2,6,16,0,1,2,7864836
1409,2,2,1,2,1,1,0,6492769
638,1,1,1,19,7,0,1,3396210
2379,5,1,9,14,7,0,1,10799125
932,2,1,8,11,9,0,1,6018927
693,1,1,1,12,10,1,1,4100123
506,2,1,2,16,3,0,1,3723394
2131,4,1,9,0,6,0,0,9997702
1887,3,2,1,0,7,0,0,7677217
1113,2,1,2,5,6,0,0,5208535
646,1,1,9,2,6,0,1,5330029
958,1,1,8,13,9,1,0,5607103
950,2,2,2,2,6,0,0,5255364
1121,3,1,10,12,4,0,1,7192869
2081,3,2,8,4,1,0,1,9329860
1138,3,2,5,19,6,1,1,6697148
1143,4,3,3,2,8,0,1,7506436
1578,4,1,6,14,5,1,0,8287576
1198,3,1,5,20,2,1,0,6244588
2035,3,1,2,14,10,1,1,8395337
2538,3,3,4,4,0,0,0,9911703
1345,4,2,1,7,1,1,1,7230896
2393,4,3,9,5,2,1,2,11548684
1299,4,1,1,9,9,1,0,6589467
2869,4,4,7,14,6,0,2,12369895
1141,4,4,5,19,9,0,0,7298638
2518,3,2,5,19,5,1,1,10213162
1584,4,3,7,11,7,1,2,9723987
1504,4,4,2,11,3,1,0,8105631
2883,3,3,3,16,7,0,0,10713428
1210,3,2,7,10,4,1,0,7313861
1749,4,3,7,9,5,1,2,9688941
623,1,1,2,9,3,1,1,4019993
2807,4,3,4,17,8,0,0,10733088
1519,3,2,4,6,5,1,1,7896397
1163,2,2,6,15,10,1,1,6882071
1109,4,1,4,19,8,0,0,6114071
2411,5,4,2,19,1,1,2,10972721
532,1,1,2,3,1,1,0,3712000
1129,2,1,6,7,9,1,0,6405195
963,2,2,7,10,0,0,1,5980737
2958,4,3,1,11,7,0,0,11081418
2018,3,1,10,17,1,0,0,8957436
1584,3,1,1,1,2,1,1,7156926
557,2,2,7,18,4,0,1,5032587
1272,4,1,9,5,6,0,0,7942579
2323,4,2,2,2,4,0,0,9500921
2379,4,2,10,16,7,0,1,10720708
1261,3,3,5,4,9,0,0,7408773
1553,4,4,2,9,3,0,2,8439840
759,2,2,5,4,8,1,1,6031763
1957,5,3,8,8,3,1,1,10964725
1047,4,4,3,20,4,1,1,7402386
2776,5,2,3,9,5,1,2,11681483
1645,2,1,1,0,1,1,2,7235972
2136,3,1,8,14,8,1,1,9604422
2817,5,1,6,14,9,1,1,12122998
2265,5,2,4,7,9,1,0,10627849
534,1,1,6,11,3,1,0,4339663
2012,4,2,8,15,10,0,0,9389053
1969,3,2,6,16,7,0,0,8411549
889,1,1,8,11,1,1,0,5468896
1994,5,2,7,4,4,0,0,9814903
1891,4,3,5,7,8,1,2,10001183
2374,3,1,6,19,3,1,2,9961089
2894,3,1,6,8,8,0,1,10889119
2482,3,3,7,8,3,0,0,10305843
1131,2,1,9,13,10,1,1,6936980
2433,4,3,2,10,3,1,2,10542340
1060,2,2,6,1,6,1,0,6659733
1026,4,3,7,16,5,1,1,7584210
1669,4,2,4,3,1,0,1,8276280
2719,4,3,1,5,6,0,0,10439934
2110,5,1,4,13,3,0,0,9167909
1001,4,3,3,4,9,0,1,7129380
2134,3,1,1,14,3,1,0,8085990
1691,4,3,6,8,4,0,0,8521678
1697,3,3,8,15,7,1,0,8978867
1702,3,3,6,3,8,0,0,8497689
1321,2,2,4,7,6,0,0,6312096
1946,4,4,7,1,7,0,0,10245360
1878,3,2,7,13,6,0,1,8825425
1962,3,3,6,4,6,0,0,9052837
2178,4,3,4,4,6,1,1,10179371
939,2,1,3,8,0,1,0,5161295
2631,4,2,6,18,6,0,0,10234846
775,1,1,9,15,1,1,0,5238149
2758,3,3,4,18,10,0,1,10416428
889,1,1,10,17,7,0,0,5410050
511,1,1,8,11,7,1,0,4573667
631,2,2,6,4,2,1,0,5342132
854,2,1,9,19,3,0,0,5580900
2153,4,3,2,15,7,0,0,8894603
2387,4,2,2,7,5,0,2,10173062
2502,5,4,3,11,5,0,1,11052126
2015,3,1,9,4,5,1,1,9792325
1882,3,2,4,19,1,1,0,8074186
1850,4,2,7,5,8,0,2,9910538
1299,3,1,4,10,0,0,0,6170001
550,2,2,10,13,10,1,1,6128364
1711,3,3,6,9,4,0,0,8317750
2500,3,3,9,5,1,0,1,11243428
2589,5,4,8,8,0,1,0,12080787
766,2,1,4,9,10,1,1,5263320
2203,4,4,10,18,6,0,2,11281776
1591,3,2,8,2,3,1,0,8439775
1476,4,2,5,2,0,1,1,8508439
1054,4,4,7,12,5,1,0,8143502
674,2,2,1,7,9,0,0,4451716
2304,5,4,8,8,4,0,0,11524674
2788,4,2,10,15,1,0,2,11852160
725,1,1,5,1,9,0,1,4897368
2593,3,2,2,15,3,0,0,9099857
544,2,2,7,9,6,1,0,5432070
2554,4,4,9,16,7,1,2,12404984
1747,3,3,8,19,5,1,2,9420788
849,1,1,10,2,7,1,1,6175944
721,2,1,4,20,9,1,0,4612168
1336,2,2,9,12,6,1,2,8215488
2983,5,3,3,0,0,0,0,12111106
1855,3,3,4,1,5,0,1,8593833
1616,2,1,8,13,5,0,0,7214480
1228,4,3,10,11,7,1,0,8587924
2833,4,1,1,17,4,0,2,10300645
720,2,2,4,16,6,1,1,5184056
2825,4,4,8,12,2,0,2,12744362
1303,3,2,6,12,1,1,2,7626532
993,2,1,9,20,3,1,1,6296887
771,1,1,1,16,5,0,1,3670478
620,1,1,2,14,0,0,1,3535846
1250,2,2,4,6,1,0,1,6445647
1110,3,1,5,20,7,0,1,6252915
2111,3,1,8,15,9,1,2,9679532
2997,3,1,1,3,7,0,1,10576283
2719,3,1,6,2,7,1,0,10855096
2508,5,4,4,2,3,0,1,11571635
1624,4,4,2,19,6,1,0,8328290
2106,3,2,2,8,5,1,0,8850666
1796,4,4,9,13,2,0,1,9911105
2337,4,1,8,3,2,0,2,10671995
1298,4,1,8,12,7,0,2,8175815
2504,5,1,1,4,2,1,2,10730265
1158,4,3,5,10,2,1,1,7953842
500,1,1,10,17,7,0,1,4865806
1674,3,2,10,9,9,0,2,9389374
2713,4,3,10,20,8,1,2,12417841
1292,4,2,1,6,9,0,0,6714620
2149,5,4,1,20,10,0,1,9722537
2511,5,3,5,10,7,1,1,11435711
2875,3,2,7,9,3,0,2,11237461
1028,2,1,6,14,5,0,1,5649837
1170,3,2,5,7,5,0,1,6974003
1791,3,3,8,7,1,1,2,9519189
2236,4,2,3,8,7,1,1,9635571
2775,3,3,9,1,7,0,0,11416591
1544,3,3,9,13,4,0,2,8832822
2906,3,3,10,12,9,1,2,12635960
1416,4,2,4,16,3,0,2,7672670
2259,5,2,9,12,8,0,1,11048625
2332,3,3,7,17,1,1,1,10142169
1081,2,2,1,15,10,0,1,5411122
2509,3,3,6,4,1,0,1,10759234
1547,4,4,1,6,3,1,0,8206292
1937,3,3,7,14,2,0,1,9182884
2277,3,3,2,1,7,1,1,9803632
2319,5,4,8,7,9,1,0,11875028
776,1,1,10,14,4,1,0,5434457
1980,3,3,8,8,0,1,0,9819602
1074,3,1,1,7,3,0,1,5692071
2434,4,2,7,11,1,1,2,10885691
2697,4,4,2,6,2,1,0,11027506
1992,4,2,5,14,6,0,2,9404595
2448,3,2,9,10,0,0,1,10257120
1724,2,2,9,0,0,1,1,9034476
2828,3,3,5,20,5,0,1,10576925
1594,4,1,5,16,7,0,1,7937284
2497,4,3,4,9,5,0,1,10742829
2815,4,1,1,15,7,1,1,10249415
1158,2,2,5,12,10,0,1,6517731
1470,2,1,3,15,0,0,1,6227517
745,2,2,10,15,6,0,0,5979415
943,2,2,4,17,6,0,0,5320344
2612,3,1,1,15,5,0,0,8638773
831,2,2,9,11,9,0,0,6175060
1558,3,2,6,13,5,0,0,7448660
892,2,2,5,2,3,1,0,6037055
2146,5,2,4,1,3,0,1,9987309
1839,5,1,8,0,5,1,2,10310793
766,1,1,4,13,1,0,0,4012187
2485,4,1,9,20,1,0,1,10630236
601,2,1,9,4,1,1,1,5681009
2305,5,4,3,16,9,0,0,10492278
1266,4,3,1,11,2,0,2,7142750
1812,4,1,9,6,1,0,0,9012046
718,2,2,9,18,6,1,1,6177988
2759,3,3,5,8,0,0,2,11317258
2252,4,3,8,2,9,0,1,11047392
710,2,2,9,14,4,1,0,5875498
2058,3,1,1,1,5,1,0,8253890
